Gyáriszám,Azonosító,Kezdõ_dátum,Záró dátum,Hatásos_érték_[kWh],Hatásos státusz,Hatásos vesz érték [kWh],Hatásos vesz státusz,Szaldó érték [kWh],Szaldó státusz
9940220802,HU000220F11-S00000000000007928672,2025-01-01 00:00:00,2025-01-01 00:15,0.162,2,0.0,2,0.162,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 00:15:00,2025-01-01 00:30,0.162,2,0.0,2,0.162,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 00:30:00,2025-01-01 00:45,0.158,2,0.0,2,0.158,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 00:45:00,2025-01-01 01:00,0.161,2,0.0,2,0.161,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 01:00:00,2025-01-01 01:15,0.158,2,0.0,2,0.158,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 01:15:00,2025-01-01 01:30,0.159,2,0.0,2,0.159,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 01:30:00,2025-01-01 01:45,0.13,2,0.0,2,0.13,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 01:45:00,2025-01-01 02:00,0.038,2,0.0,2,0.038,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 02:00:00,2025-01-01 02:15,0.033,2,0.0,2,0.033,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 02:15:00,2025-01-01 02:30,0.038,2,0.0,2,0.038,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 02:30:00,2025-01-01 02:45,0.032,2,0.0,2,0.032,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 02:45:00,2025-01-01 03:00,0.039,2,0.0,2,0.039,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 03:00:00,2025-01-01 03:15,0.033,2,0.0,2,0.033,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 03:15:00,2025-01-01 03:30,0.036,2,0.0,2,0.036,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 03:30:00,2025-01-01 03:45,0.033,2,0.0,2,0.033,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 03:45:00,2025-01-01 04:00,0.038,2,0.0,2,0.038,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 04:00:00,2025-01-01 04:15,0.034,2,0.0,2,0.034,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 04:15:00,2025-01-01 04:30,0.038,2,0.0,2,0.038,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 04:30:00,2025-01-01 04:45,0.031,2,0.0,2,0.031,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 04:45:00,2025-01-01 05:00,0.04,2,0.0,2,0.04,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 05:00:00,2025-01-01 05:15,0.031,2,0.0,2,0.031,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 05:15:00,2025-01-01 05:30,0.146,2,0.0,2,0.146,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 05:30:00,2025-01-01 05:45,0.163,2,0.0,2,0.163,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 05:45:00,2025-01-01 06:00,0.173,2,0.0,2,0.173,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 06:00:00,2025-01-01 06:15,0.154,2,0.0,2,0.154,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 06:15:00,2025-01-01 06:30,0.144,2,0.0,2,0.144,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 06:30:00,2025-01-01 06:45,0.155,2,0.0,2,0.155,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 06:45:00,2025-01-01 07:00,0.181,2,0.0,2,0.181,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 07:00:00,2025-01-01 07:15,0.687,2,0.0,2,0.687,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 07:15:00,2025-01-01 07:30,0.47,2,0.0,2,0.47,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 07:30:00,2025-01-01 07:45,0.039,2,0.0,2,0.039,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 07:45:00,2025-01-01 08:00,0.093,2,0.0,2,0.093,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 08:00:00,2025-01-01 08:15,0.571,2,0.0,2,0.571,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 08:15:00,2025-01-01 08:30,0.337,2,0.0,2,0.337,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 08:30:00,2025-01-01 08:45,0.264,2,0.0,2,0.264,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 08:45:00,2025-01-01 09:00,0.347,2,0.0,2,0.347,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 09:00:00,2025-01-01 09:15,0.65,2,0.0,2,0.65,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 09:15:00,2025-01-01 09:30,0.622,2,0.0,2,0.622,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 09:30:00,2025-01-01 09:45,0.295,2,0.0,2,0.295,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 09:45:00,2025-01-01 10:00,0.227,2,0.0,2,0.227,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 10:00:00,2025-01-01 10:15,0.204,2,0.0,2,0.204,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 10:15:00,2025-01-01 10:30,0.193,2,0.0,2,0.193,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 10:30:00,2025-01-01 10:45,0.165,2,0.0,2,0.165,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 10:45:00,2025-01-01 11:00,0.205,2,0.0,2,0.205,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 11:00:00,2025-01-01 11:15,0.119,2,0.0,2,0.119,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 11:15:00,2025-01-01 11:30,0.41,2,0.0,2,0.41,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 11:30:00,2025-01-01 11:45,0.188,2,0.0,2,0.188,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 11:45:00,2025-01-01 12:00,0.188,2,0.0,2,0.188,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 12:00:00,2025-01-01 12:15,0.318,2,0.0,2,0.318,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 12:15:00,2025-01-01 12:30,0.604,2,0.0,2,0.604,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 12:30:00,2025-01-01 12:45,0.348,2,0.0,2,0.348,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 12:45:00,2025-01-01 13:00,0.225,2,0.0,2,0.225,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 13:00:00,2025-01-01 13:15,0.21,2,0.0,2,0.21,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 13:15:00,2025-01-01 13:30,0.11,2,0.0,2,0.11,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 13:30:00,2025-01-01 13:45,0.279,2,0.0,2,0.279,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 13:45:00,2025-01-01 14:00,0.19,2,0.0,2,0.19,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 14:00:00,2025-01-01 14:15,0.159,2,0.0,2,0.159,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 14:15:00,2025-01-01 14:30,0.162,2,0.0,2,0.162,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 14:30:00,2025-01-01 14:45,0.155,2,0.0,2,0.155,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 14:45:00,2025-01-01 15:00,0.162,2,0.0,2,0.162,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 15:00:00,2025-01-01 15:15,0.147,2,0.0,2,0.147,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 15:15:00,2025-01-01 15:30,0.389,2,0.0,2,0.389,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 15:30:00,2025-01-01 15:45,0.452,2,0.0,2,0.452,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 15:45:00,2025-01-01 16:00,0.691,2,0.0,2,0.691,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 16:00:00,2025-01-01 16:15,1.065,2,0.0,2,1.065,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 16:15:00,2025-01-01 16:30,0.655,2,0.0,2,0.655,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 16:30:00,2025-01-01 16:45,0.219,2,0.0,2,0.219,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 16:45:00,2025-01-01 17:00,0.213,2,0.0,2,0.213,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 17:00:00,2025-01-01 17:15,0.194,2,0.0,2,0.194,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 17:15:00,2025-01-01 17:30,0.901,2,0.0,2,0.901,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 17:30:00,2025-01-01 17:45,0.825,2,0.0,2,0.825,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 17:45:00,2025-01-01 18:00,0.692,2,0.0,2,0.692,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 18:00:00,2025-01-01 18:15,0.247,2,0.0,2,0.247,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 18:15:00,2025-01-01 18:30,0.669,2,0.0,2,0.669,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 18:30:00,2025-01-01 18:45,0.81,2,0.0,2,0.81,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 18:45:00,2025-01-01 19:00,0.076,2,0.0,2,0.076,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 19:00:00,2025-01-01 19:15,0.501,2,0.0,2,0.501,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 19:15:00,2025-01-01 19:30,0.561,2,0.0,2,0.561,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 19:30:00,2025-01-01 19:45,0.08,2,0.0,2,0.08,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 19:45:00,2025-01-01 20:00,0.569,2,0.0,2,0.569,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 20:00:00,2025-01-01 20:15,0.298,2,0.0,2,0.298,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 20:15:00,2025-01-01 20:30,0.083,2,0.0,2,0.083,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 20:30:00,2025-01-01 20:45,0.072,2,0.0,2,0.072,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 20:45:00,2025-01-01 21:00,0.054,2,0.0,2,0.054,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 21:00:00,2025-01-01 21:15,0.051,2,0.0,2,0.051,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 21:15:00,2025-01-01 21:30,0.053,2,0.0,2,0.053,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 21:30:00,2025-01-01 21:45,0.047,2,0.0,2,0.047,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 21:45:00,2025-01-01 22:00,0.053,2,0.0,2,0.053,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 22:00:00,2025-01-01 22:15,0.05,2,0.0,2,0.05,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 22:15:00,2025-01-01 22:30,0.054,2,0.0,2,0.054,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 22:30:00,2025-01-01 22:45,0.048,2,0.0,2,0.048,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 22:45:00,2025-01-01 23:00,0.052,2,0.0,2,0.052,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 23:00:00,2025-01-01 23:15,0.048,2,0.0,2,0.048,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 23:15:00,2025-01-01 23:30,0.106,2,0.0,2,0.106,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 23:30:00,2025-01-01 23:45,0.197,2,0.0,2,0.197,2
9940220802,HU000220F11-S00000000000007928672,2025-01-01 23:45:00,2025-01-02 00:00,0.159,2,0.0,2,0.159,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 00:00:00,2025-01-02 00:15,0.152,2,0.0,2,0.152,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 00:15:00,2025-01-02 00:30,0.158,2,0.0,2,0.158,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 00:30:00,2025-01-02 00:45,0.143,2,0.0,2,0.143,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 00:45:00,2025-01-02 01:00,0.153,2,0.0,2,0.153,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 01:00:00,2025-01-02 01:15,0.135,2,0.0,2,0.135,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 01:15:00,2025-01-02 01:30,0.037,2,0.0,2,0.037,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 01:30:00,2025-01-02 01:45,0.032,2,0.0,2,0.032,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 01:45:00,2025-01-02 02:00,0.039,2,0.0,2,0.039,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 02:00:00,2025-01-02 02:15,0.032,2,0.0,2,0.032,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 02:15:00,2025-01-02 02:30,0.037,2,0.0,2,0.037,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 02:30:00,2025-01-02 02:45,0.033,2,0.0,2,0.033,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 02:45:00,2025-01-02 03:00,0.038,2,0.0,2,0.038,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 03:00:00,2025-01-02 03:15,0.034,2,0.0,2,0.034,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 03:15:00,2025-01-02 03:30,0.036,2,0.0,2,0.036,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 03:30:00,2025-01-02 03:45,0.033,2,0.0,2,0.033,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 03:45:00,2025-01-02 04:00,0.039,2,0.0,2,0.039,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 04:00:00,2025-01-02 04:15,0.08,2,0.0,2,0.08,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 04:15:00,2025-01-02 04:30,0.192,2,0.0,2,0.192,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 04:30:00,2025-01-02 04:45,0.154,2,0.0,2,0.154,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 04:45:00,2025-01-02 05:00,0.162,2,0.0,2,0.162,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 05:00:00,2025-01-02 05:15,0.152,2,0.0,2,0.152,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 05:15:00,2025-01-02 05:30,0.157,2,0.0,2,0.157,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 05:30:00,2025-01-02 05:45,0.14,2,0.0,2,0.14,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 05:45:00,2025-01-02 06:00,0.152,2,0.0,2,0.152,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 06:00:00,2025-01-02 06:15,0.15,2,0.0,2,0.15,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 06:15:00,2025-01-02 06:30,0.287,2,0.0,2,0.287,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 06:30:00,2025-01-02 06:45,0.364,2,0.0,2,0.364,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 06:45:00,2025-01-02 07:00,0.046,2,0.0,2,0.046,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 07:00:00,2025-01-02 07:15,0.09,2,0.0,2,0.09,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 07:15:00,2025-01-02 07:30,0.553,2,0.0,2,0.553,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 07:30:00,2025-01-02 07:45,0.616,2,0.0,2,0.616,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 07:45:00,2025-01-02 08:00,0.265,2,0.0,2,0.265,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 08:00:00,2025-01-02 08:15,0.062,2,0.0,2,0.062,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 08:15:00,2025-01-02 08:30,0.081,2,0.0,2,0.081,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 08:30:00,2025-01-02 08:45,0.195,2,0.0,2,0.195,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 08:45:00,2025-01-02 09:00,0.219,2,0.0,2,0.219,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 09:00:00,2025-01-02 09:15,0.306,2,0.0,2,0.306,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 09:15:00,2025-01-02 09:30,0.175,2,0.0,2,0.175,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 09:30:00,2025-01-02 09:45,0.541,2,0.0,2,0.541,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 09:45:00,2025-01-02 10:00,0.524,2,0.0,2,0.524,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 10:00:00,2025-01-02 10:15,0.418,2,0.0,2,0.418,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 10:15:00,2025-01-02 10:30,0.493,2,0.0,2,0.493,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 10:30:00,2025-01-02 10:45,0.521,2,0.0,2,0.521,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 10:45:00,2025-01-02 11:00,0.4,2,0.0,2,0.4,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 11:00:00,2025-01-02 11:15,0.454,2,0.0,2,0.454,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 11:15:00,2025-01-02 11:30,0.256,2,0.0,2,0.256,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 11:30:00,2025-01-02 11:45,0.254,2,0.0,2,0.254,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 11:45:00,2025-01-02 12:00,0.379,2,0.0,2,0.379,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 12:00:00,2025-01-02 12:15,0.293,2,0.0,2,0.293,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 12:15:00,2025-01-02 12:30,0.41,2,0.0,2,0.41,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 12:30:00,2025-01-02 12:45,0.292,2,0.0,2,0.292,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 12:45:00,2025-01-02 13:00,0.212,2,0.0,2,0.212,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 13:00:00,2025-01-02 13:15,0.105,2,0.0,2,0.105,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 13:15:00,2025-01-02 13:30,0.074,2,0.0,2,0.074,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 13:30:00,2025-01-02 13:45,0.035,2,0.0,2,0.035,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 13:45:00,2025-01-02 14:00,0.121,2,0.0,2,0.121,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 14:00:00,2025-01-02 14:15,0.074,2,0.0,2,0.074,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 14:15:00,2025-01-02 14:30,0.034,2,0.0,2,0.034,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 14:30:00,2025-01-02 14:45,0.035,2,0.0,2,0.035,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 14:45:00,2025-01-02 15:00,0.037,2,0.0,2,0.037,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 15:00:00,2025-01-02 15:15,0.036,2,0.0,2,0.036,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 15:15:00,2025-01-02 15:30,0.035,2,0.0,2,0.035,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 15:30:00,2025-01-02 15:45,0.276,2,0.0,2,0.276,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 15:45:00,2025-01-02 16:00,0.412,2,0.0,2,0.412,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 16:00:00,2025-01-02 16:15,0.286,2,0.0,2,0.286,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 16:15:00,2025-01-02 16:30,0.315,2,0.0,2,0.315,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 16:30:00,2025-01-02 16:45,0.267,2,0.0,2,0.267,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 16:45:00,2025-01-02 17:00,0.247,2,0.0,2,0.247,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 17:00:00,2025-01-02 17:15,0.509,2,0.0,2,0.509,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 17:15:00,2025-01-02 17:30,0.678,2,0.0,2,0.678,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 17:30:00,2025-01-02 17:45,0.855,2,0.0,2,0.855,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 17:45:00,2025-01-02 18:00,0.685,2,0.0,2,0.685,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 18:00:00,2025-01-02 18:15,0.329,2,0.0,2,0.329,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 18:15:00,2025-01-02 18:30,0.465,2,0.0,2,0.465,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 18:30:00,2025-01-02 18:45,0.79,2,0.0,2,0.79,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 18:45:00,2025-01-02 19:00,0.223,2,0.0,2,0.223,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 19:00:00,2025-01-02 19:15,0.287,2,0.0,2,0.287,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 19:15:00,2025-01-02 19:30,0.704,2,0.0,2,0.704,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 19:30:00,2025-01-02 19:45,0.176,2,0.0,2,0.176,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 19:45:00,2025-01-02 20:00,0.173,2,0.0,2,0.173,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 20:00:00,2025-01-02 20:15,0.495,2,0.0,2,0.495,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 20:15:00,2025-01-02 20:30,0.463,2,0.0,2,0.463,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 20:30:00,2025-01-02 20:45,0.136,2,0.0,2,0.136,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 20:45:00,2025-01-02 21:00,0.052,2,0.0,2,0.052,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 21:00:00,2025-01-02 21:15,0.06,2,0.0,2,0.06,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 21:15:00,2025-01-02 21:30,0.051,2,0.0,2,0.051,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 21:30:00,2025-01-02 21:45,0.056,2,0.0,2,0.056,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 21:45:00,2025-01-02 22:00,0.052,2,0.0,2,0.052,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 22:00:00,2025-01-02 22:15,0.061,2,0.0,2,0.061,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 22:15:00,2025-01-02 22:30,0.051,2,0.0,2,0.051,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 22:30:00,2025-01-02 22:45,0.057,2,0.0,2,0.057,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 22:45:00,2025-01-02 23:00,0.04,2,0.0,2,0.04,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 23:00:00,2025-01-02 23:15,0.042,2,0.0,2,0.042,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 23:15:00,2025-01-02 23:30,0.034,2,0.0,2,0.034,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 23:30:00,2025-01-02 23:45,0.04,2,0.0,2,0.04,2
9940220802,HU000220F11-S00000000000007928672,2025-01-02 23:45:00,2025-01-03 00:00,0.034,2,0.0,2,0.034,2
9940220802,HU000220F11-S00000000000007928672,2025-01-03 00:00:00,2025-01-03 00:15,0.04,2,0.0,2,0.04,2
9940220802,HU000220F11-S00000000000007928672,2025-01-03 00:15:00,2025-01-03 00:30,0.169,2,0.0,2,0.169,2
9940220802,HU000220F11-S00000000000007928672,2025-01-03 00:30:00,2025-01-03 00:45,0.16,2,0.0,2,0.16,2
9940220802,HU000220F11-S00000000000007928672,2025-01-03 00:45:00,2025-01-03 01:00,0.16,2,0.0,2,0.16,2
9940220802,HU000220F11-S00000000000007928672,2025-01-03 01:00:00,2025-01-03 01:15,0.162,2,0.0,2,0.162,2
9940220802,HU000220F11-S00000000000007928672,2025-01-03 01:15:00,2025-01-03 01:30,0.158,2,0.0,2,0.158,2
9940220802,HU000220F11-S00000000000007928672,2025-01-03 01:30:00,2025-01-03 01:45,0.16,2,0.0,2,0.16,2
9940220802,HU000220F11-S00000000000007928672,2025-01-03 01:45:00,2025-01-03 02:00,0.155,2,0.0,2,0.155,2
9940220802,HU000220F11-S00000000000007928672,2025-01-03 02:00:00,2025-01-03 02:15,0.143,2,0.0,2,0.143,2
9940220802,HU000220F11-S00000000000007928672,2025-01-03 02:15:00,2025-01-03 02:30,0.128,2,0.0,2,0.128,2
9940220802,HU000220F11-S00000000000007928672,2025-01-03 02:30:00,2025-01-03 02:45,0.035,2,0.0,2,0.035,2
9940220802,HU000220F11-S00000000000007928672,2025-01-03 02:45:00,2025-01-03 03:00,0.035,2,0.0,2,0.035,2
9940220802,HU000220F11-S00000000000007928672,2025-01-03 03:00:00,2025-01-03 03:15,0.036,2,0.0,2,0.036,2
9940220802,HU000220F11-S00000000000007928672,2025-01-03 03:15:00,2025-01-03 03:30,0.036,2,0.0,2,0.036,2
9940220802,HU000220F11-S00000000000007928672,2025-01-03 03:30:00,2025-01-03 03:45,0.034,2,0.0,2,0.034,2
9940220802,HU000220F11-S00000000000007928672,2025-01-03 03:45:00,2025-01-03 04:00,0.036,2,0.0,2,0.036,2
9940220802,HU000220F11-S00000000000007928672,2025-01-03 04:00:00,2025-01-03 04:15,0.036,2,0.0,2,0.036,2
9940220802,HU000220F11-S00000000000007928672,2025-01-03 04:15:00,2025-01-03 04:30,0.034,2,0.0,2,0.034,2
9940220802,HU000220F11-S00000000000007928672,2025-01-03 04:30:00,2025-01-03 04:45,0.035,2,0.0,2,0.035,2
9940220802,HU000220F11-S00000000000007928672,2025-01-03 04:45:00,2025-01-03 05:00,0.036,2,0.0,2,0.036,2
9940220802,HU000220F11-S00000000000007928672,2025-01-03 05:00:00,2025-01-03 05:15,0.035,2,0.0,2,0.035,2
9940220802,HU000220F11-S00000000000007928672,2025-01-03 05:15:00,2025-01-03 05:30,0.097,2,0.0,2,0.097,2
9940220802,HU000220F11-S00000000000007928672,2025-01-03 05:30:00,2025-01-03 05:45,0.186,2,0.0,2,0.186,2
9940220802,HU000220F11-S00000000000007928672,2025-01-03 05:45:00,2025-01-03 06:00,0.157,2,0.0,2,0.157,2
9940220802,HU000220F11-S00000000000007928672,2025-01-03 06:00:00,2025-01-03 06:15,0.131,2,0.0,2,0.131,2
9940220802,HU000220F11-S00000000000007928672,2025-01-03 06:15:00,2025-01-03 06:30,0.162,2,0.0,2,0.162,2
9940220802,HU000220F11-S00000000000007928672,2025-01-03 06:30:00,2025-01-03 06:45,0.155,2,0.0,2,0.155,2
9940220802,HU000220F11-S00000000000007928672,2025-01-03 06:45:00,2025-01-03 07:00,0.161,2,0.0,2,0.161,2
